Gen,Fevals,gbest,Mean Vel.,Mean lbest,Avg. Dist.
1,20,0.6162460013714914,0.3802852776976775,-0.5837681632832934,0.6814518912490644
2,40,0.6260355773815278,0.16826932077168366,-0.6048095822813756,0.5511807831613452
3,60,0.6328340955974546,0.1253391634230747,-0.613247766406706,0.5201277479629612
4,80,0.6328340955974546,0.11644287524845785,-0.6196707289189474,0.4226225198308694
5,100,0.6589651687166133,0.18258707119675346,-0.6277039183749736,0.4961223325878922
